"Name","City","Neighborhood","Delivery Min","Delivery Fee","Rating","Reviews"
"Golden Triangle","philadelphia","penns-landing","$15","","90","72"
"Kabuki Sushi","philadelphia","penns-landing","$10","$1","80","281"
"Giovani's Falafel Bar & Grill","philadelphia","penns-landing","$10","","80","85"
"Yellowtail","philadelphia","penns-landing","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","penns-landing","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","penns-landing","$15","$1","80","79"
"Spice End","philadelphia","penns-landing","$15","$2","80","250"
"Karma Restaurant & Lounge","philadelphia","penns-landing","$9","$1.99","80","309"
"Bareburger","philadelphia","penns-landing","$15","$2","80","384"
"Indian Cuisine","philadelphia","penns-landing","$15","","80","86"
"Scoop Deville","philadelphia","penns-landing","$15","$2","80","323"
"Oregon Steaks","philadelphia","penns-landing","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","penns-landing","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","penns-landing","$12","$2","80","162"
"Pho 20","philadelphia","penns-landing","$9","$1.99","80","75"
"European Republic","philadelphia","penns-landing","$9","$1.99","80","189"
"Eatalia","philadelphia","penns-landing","$10","$1","80","124"
"Mood Indian Restaurant","philadelphia","penns-landing","$15","","80","44"
"Creme Brulee Bistro & Cafe","philadelphia","pennsport","$15","","90","60"
"Cosmi's Deli","philadelphia","pennsport","$10","$1.5","90","261"
"Golden Triangle","philadelphia","pennsport","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","pennsport","$10","","80","85"
"Pizzeria Pesto","philadelphia","pennsport","$10","$1","80","81"
"Fuel","philadelphia","pennsport","$15","","70","199"
"Indian Cuisine","philadelphia","pennsport","$15","","80","86"
"Scoop Deville","philadelphia","pennsport","$15","$2","80","323"
"Oregon Steaks","philadelphia","pennsport","$10","$1","70","95"
"Terryin","philadelphia","pennsport","$10","$1","80","116"
"Al Zaytouna","philadelphia","pennsport","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","pennsport","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","pennsport","$14","$2","80","25"
"New Sushi Planet","philadelphia","pennsport","$15","$1","70","176"
"Iztaccihuatl","philadelphia","pennsport","$15","","70","109"
"The Pizza Shack","philadelphia","pennsport","$5","$0.75","70","48"
"Stogie Joe's Tavern","philadelphia","pennsport","$8","","70","206"
"La Virgen de las Nieves Mexican","philadelphia","pennsport","$15","$2","90","11"
"Rich City Chinese Restaurant","philadelphia","pennsport","$10","$1","70","99"
"New Asian Fusion","philadelphia","pennsport","$15","$0.5","70","34"
"Founded Coffee & Pizza","philadelphia","philadelphia-university","$15","$2.5","90","29"
"Giovani's Falafel Bar & Grill","philadelphia","philadelphia-university","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","philadelphia-university","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","philadelphia-university","","$3","80","77"
"Slices Pizza","philadelphia","philadelphia-university","$5","$2.77","80","59"
"Tandoor India- Fishtown","philadelphia","philadelphia-university","$15","","80","120"
"Mario's Pizza","philadelphia","philadelphia-university","$10","$2","70","36"
"Panda Garden","philadelphia","philadelphia-university","$10","$1.5","80","28"
"Laxmi's Indian Grille","philadelphia","philadelphia-university","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","philadelphia-university","$10","$1","70","99"
"Golden Crust Pizza III","philadelphia","philadelphia-university","$10","$2","60","48"
"New China","philadelphia","philadelphia-university","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","philadelphia-university","$10","$2","60","98"
"Ribs R Us","philadelphia","philadelphia-university","$12","$3","70","56"
"Moju's Family Pizzeria","philadelphia","philadelphia-university","$10","$2","80","12"
"2 in One Breakfast & Pizza","philadelphia","philadelphia-university","$10","$3","70","7"
"Crown Fried Chicken","philadelphia","philadelphia-university","$10","$1.5","100","4"
"Tiffin","philadelphia","philadelphia-university","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","philadelphia-university","$10","$2.49","60","50"
"Sorrento's Pizza","philadelphia","philadelphia-university","$8","$2","60","22"
"Xiandu Thai","philadelphia","point-breeze","$15","$1","90","359"
"Cosmi's Deli","philadelphia","point-breeze","$10","$1.5","90","261"
"BAP","philadelphia","point-breeze","$9","$1.99","90","135"
"Golden Triangle","philadelphia","point-breeze","$15","","90","72"
"Nora's Mexican Grill","philadelphia","point-breeze","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","point-breeze","$10","","80","85"
"Quetzally Mexican Food","philadelphia","point-breeze","$15","$1.5","80","187"
"Tamarind","philadelphia","point-breeze","$9","$1.99","80","227"
"Yellowtail","philadelphia","point-breeze","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","point-breeze","$15","$2.5","80","184"
"Fuel","philadelphia","point-breeze","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","point-breeze","$15","$1","80","79"
"Spice End","philadelphia","point-breeze","$15","$2","80","250"
"Bareburger","philadelphia","point-breeze","$15","$2","80","384"
"Indian Cuisine","philadelphia","point-breeze","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","point-breeze","","$2.5","80","221"
"Scoop Deville","philadelphia","point-breeze","$15","$2","80","323"
"Oregon Steaks","philadelphia","point-breeze","$10","$1","70","95"
"Silver Fork Thai & Japanese","philadelphia","point-breeze","$9","$1.99","90","32"
"Little Italy Pizza","philadelphia","point-breeze","$10","$1.25","70","194"
"Xiandu Thai","philadelphia","poplar","$15","$1","90","359"
"Pancho's Cafe","philadelphia","poplar","$15","$2","100","26"
"Golden Triangle","philadelphia","poplar","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","poplar","$10","","80","85"
"Talia's Grille","philadelphia","poplar","$15","$3.5","90","69"
"Yellowtail","philadelphia","poplar","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","poplar","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","poplar","$15","$1","80","79"
"Trios Fresh Italian","philadelphia","poplar","$15","$3.99","80","154"
"Indian Cuisine","philadelphia","poplar","$15","","80","86"
"Scoop Deville","philadelphia","poplar","$15","$2","80","323"
"Masala Kitchen Kati Rolls & Platters","philadelphia","poplar","$20","$1.99","80","180"
"Pho 20","philadelphia","poplar","$9","$1.99","80","75"
"Eatalia","philadelphia","poplar","$10","$1","80","124"
"Mood Indian Restaurant","philadelphia","poplar","$15","","80","44"
"Steak & Shake","philadelphia","poplar","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","poplar","$15","","80","120"
"Tsuki Sushi","philadelphia","poplar","$10","$1","70","109"
"Del Rossi's Cheesesteak Co.","philadelphia","poplar","$10","$2.5","70","178"
"Machi Sushi Bar","philadelphia","poplar","$12","","70","128"
"Giovani's Falafel Bar & Grill","philadelphia","port-richmond","$10","","80","85"
"Kai Japanese Cuisine","philadelphia","port-richmond","$15","$1","80","79"
"Eatalia","philadelphia","port-richmond","$10","$1","80","124"
"Steak & Shake","philadelphia","port-richmond","$10","$1.5","80","29"
"Tandoor India- Fishtown","philadelphia","port-richmond","$15","","80","120"
"Fresh Works","philadelphia","port-richmond","$10","$1","80","29"
"Rich City Chinese Restaurant","philadelphia","port-richmond","$10","$1","70","99"
"Seiko Japanese Restaurant","philadelphia","port-richmond","$20","$1","70","86"
"East Coast Wings & Grill","philadelphia","port-richmond","$25","$5","70","67"
"New London Pizza","philadelphia","port-richmond","$15","$1.25","70","18"
"Dragon Phoenix House","philadelphia","port-richmond","$15","$2.5","70","24"
"Ribs R Us","philadelphia","port-richmond","$12","$3","70","56"
"Classic Pizza","philadelphia","port-richmond","$7","$1.5","70","12"
"Moju's Family Pizzeria","philadelphia","port-richmond","$10","$2","80","12"
"Fiore Pizza","philadelphia","port-richmond","$10","$1","60","15"
"goBrands Philadelphia","philadelphia","port-richmond","$9","$1.95","70","51"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","port-richmond","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","port-richmond","$10","$2","70","48"
"Crown Fried Chicken","philadelphia","port-richmond","$10","$1.5","100","4"
"Ho Le Chan","philadelphia","port-richmond","$15","$1.5","70","20"
"Golden Triangle","philadelphia","powelton-village","$15","","90","72"
"New Delhi Indian","philadelphia","powelton-village","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","powelton-village","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","powelton-village","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","powelton-village","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","powelton-village","$15","$1","80","79"
"Spice End","philadelphia","powelton-village","$15","$2","80","250"
"Indian Cuisine","philadelphia","powelton-village","$15","","80","86"
"Koch's Deli","philadelphia","powelton-village","$12","$3.99","80","197"
"Scoop Deville","philadelphia","powelton-village","$15","$2","80","323"
"Oregon Steaks","philadelphia","powelton-village","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","powelton-village","$20","$1.99","80","180"
"Pho 20","philadelphia","powelton-village","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","powelton-village","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","powelton-village","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","powelton-village","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","powelton-village","$12","","70","128"
"Sakura","philadelphia","powelton-village","$10","$1","70","111"
"Abner's","philadelphia","powelton-village","","$2","70","135"
"Best China Inn","philadelphia","powelton-village","$10","$2","70","67"
"Creme Brulee Bistro & Cafe","philadelphia","queen-village","$15","","90","60"
"Cosmi's Deli","philadelphia","queen-village","$10","$1.5","90","261"
"Golden Triangle","philadelphia","queen-village","$15","","90","72"
"Giovani's Falafel Bar & Grill","philadelphia","queen-village","$10","","80","85"
"Pizzeria Pesto","philadelphia","queen-village","$10","$1","80","81"
"Fuel","philadelphia","queen-village","$15","","70","199"
"Indian Cuisine","philadelphia","queen-village","$15","","80","86"
"Scoop Deville","philadelphia","queen-village","$15","$2","80","323"
"Oregon Steaks","philadelphia","queen-village","$10","$1","70","95"
"Terryin","philadelphia","queen-village","$10","$1","80","116"
"Al Zaytouna","philadelphia","queen-village","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","queen-village","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","queen-village","$14","$2","80","25"
"New Sushi Planet","philadelphia","queen-village","$15","$1","70","176"
"Iztaccihuatl","philadelphia","queen-village","$15","","70","109"
"The Pizza Shack","philadelphia","queen-village","$5","$0.75","70","48"
"Stogie Joe's Tavern","philadelphia","queen-village","$8","","70","206"
"La Virgen de las Nieves Mexican","philadelphia","queen-village","$15","$2","90","11"
"Rich City Chinese Restaurant","philadelphia","queen-village","$10","$1","70","99"
"New Asian Fusion","philadelphia","queen-village","$15","$0.5","70","34"
"Al-Sham Restaurant","philadelphia","rhawnhurst","$10","$2","80","107"
"TO-KAI Sushi & Steakhouse","philadelphia","rhawnhurst","$25","","80","146"
"Solly Pizza","philadelphia","rhawnhurst","","$1","80","19"
"Suzani Restaurant","philadelphia","rhawnhurst","$20","","80","46"
"Johnny G's Famous Pizza","philadelphia","rhawnhurst","$10","$1","90","9"
"Philly's Seafood","philadelphia","rhawnhurst","$10","$2","80","17"
"Big Daddy Pizza","philadelphia","rhawnhurst","$5","$1.5","70","31"
"Jean's Pizzeria & Grill","philadelphia","rhawnhurst","$10","$1","70","18"
"Four Seasons Diner","philadelphia","rhawnhurst","$5","$2","70","116"
"Mega Quality Pizza","philadelphia","rhawnhurst","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","rhawnhurst","$15","$3","70","109"
"Stella's Pizza","philadelphia","rhawnhurst","$5","$1.5","70","20"
"Best In Town Pizza","philadelphia","rhawnhurst","$15","$2","70","23"
"New London Pizza","philadelphia","rhawnhurst","$10","$1","80","7"
"Big Ben Pizza","philadelphia","rhawnhurst","$10","$1.5","60","31"
"New London Pizza","philadelphia","rhawnhurst","$15","$1.25","70","18"
"Original George's Burgers","philadelphia","rhawnhurst","$10","$3","60","29"
"Dragon Phoenix House","philadelphia","rhawnhurst","$15","$2.5","70","24"
"Amy's Pizzeria","philadelphia","rhawnhurst","","$1.5","80","14"
"Drougie's Pizza & Restaurant","philadelphia","rhawnhurst","$5","$1","50","54"
"Xiandu Thai","philadelphia","rittenhouse","$15","$1","90","359"
"So Crepe","philadelphia","rittenhouse","$9","$1.99","90","235"
"Cosmi's Deli","philadelphia","rittenhouse","$10","$1.5","90","261"
"Cleavers","philadelphia","rittenhouse","$10","$4","90","370"
"Bistro Southeast","philadelphia","rittenhouse","$9","$1.99","90","125"
"Rosa's Fresh Pizza","philadelphia","rittenhouse","$20","","90","160"
"Golden Triangle","philadelphia","rittenhouse","$15","","90","72"
"Farmer's Keep","philadelphia","rittenhouse","$9","$1.99","90","129"
"Spice 28","philadelphia","rittenhouse","$15","$1","80","591"
"Kabuki Sushi","philadelphia","rittenhouse","$10","$1","80","281"
"Crazy Sushi","philadelphia","rittenhouse","$10","","80","387"
"New Delhi Indian","philadelphia","rittenhouse","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","rittenhouse","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","rittenhouse","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","rittenhouse","$10","$1.5","80","116"
"Smile Cafe","philadelphia","rittenhouse","$15","","80","230"
"The Quick Fixx","philadelphia","rittenhouse","$10","$3","80","255"
"Fuji Mountain Japanese","philadelphia","rittenhouse","$20","","80","362"
"Luigi's Pizza Fresca","philadelphia","rittenhouse","$10","$1.5","80","172"
"Yellowtail","philadelphia","rittenhouse","$10","$1","80","89"
"Zesto Pizza and Grill","philadelphia","roxborough","$1","$3","80","159"
"Giovani's Falafel Bar & Grill","philadelphia","roxborough","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","roxborough","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","roxborough","","$3","80","77"
"Mario's Pizza","philadelphia","roxborough","$10","$2","70","36"
"Laxmi's Indian Grille","philadelphia","roxborough","$25","$1.5","70","62"
"Totos Pizzeria","philadelphia","roxborough","$10","$2","60","98"
"CJ & Eck's","philadelphia","roxborough","$15","$3","70","35"
"2 in One Breakfast & Pizza","philadelphia","roxborough","$10","$3","70","7"
"Dantonio's Pizza","philadelphia","roxborough","$10","$2","70","34"
"Tiffin","philadelphia","roxborough","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","roxborough","$10","$2.49","60","50"
"Chatkharay Indian & Pakistani","philadelphia","roxborough","$25","$2","50","43"
"Mina's Pizza","philadelphia","roxborough","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","roxborough","$10","$2.5","50","31"
"China House","philadelphia","roxborough","$10","$2","50","44"
"Roman's Pizza","philadelphia","roxborough","$12","$2.5","50","28"
"Lucky Garden","philadelphia","roxborough","$10","$1","50","29"
"New Germantown Pizza","philadelphia","roxborough","$5","$1.95","40","7"
"Action Pizza","philadelphia","roxborough","$7","$1.5","40","4"
"Zesto Pizza and Grill","philadelphia","schuylkill","$1","$3","80","159"
"Giovani's Falafel Bar & Grill","philadelphia","schuylkill","$10","","80","85"
"Laxmi Indian Grille - Manayunk","philadelphia","schuylkill","$25","$1.5","80","157"
"Frank's Pizza","philadelphia","schuylkill","","$3","80","77"
"Mario's Pizza","philadelphia","schuylkill","$10","$2","70","36"
"Laxmi's Indian Grille","philadelphia","schuylkill","$25","$1.5","70","62"
"Totos Pizzeria","philadelphia","schuylkill","$10","$2","60","98"
"CJ & Eck's","philadelphia","schuylkill","$15","$3","70","35"
"2 in One Breakfast & Pizza","philadelphia","schuylkill","$10","$3","70","7"
"Dantonio's Pizza","philadelphia","schuylkill","$10","$2","70","34"
"Tiffin","philadelphia","schuylkill","$15","","60","140"
"Ruby Xin Chinese Restaurant","philadelphia","schuylkill","$10","$2.49","60","50"
"Chatkharay Indian & Pakistani","philadelphia","schuylkill","$25","$2","50","43"
"Mina's Pizza","philadelphia","schuylkill","$12","$2","60","38"
"Golden Crust Pizza","philadelphia","schuylkill","$10","$2.5","50","31"
"China House","philadelphia","schuylkill","$10","$2","50","44"
"Roman's Pizza","philadelphia","schuylkill","$12","$2.5","50","28"
"Lucky Garden","philadelphia","schuylkill","$10","$1","50","29"
"New Germantown Pizza","philadelphia","schuylkill","$5","$1.95","40","7"
"Action Pizza","philadelphia","schuylkill","$7","$1.5","40","4"
"Xiandu Thai","philadelphia","society-hill","$15","$1","90","359"
"Cosmi's Deli","philadelphia","society-hill","$10","$1.5","90","261"
"BAP","philadelphia","society-hill","$9","$1.99","90","135"
"Golden Triangle","philadelphia","society-hill","$15","","90","72"
"Nora's Mexican Grill","philadelphia","society-hill","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","society-hill","$10","","80","85"
"Quetzally Mexican Food","philadelphia","society-hill","$15","$1.5","80","187"
"Tamarind","philadelphia","society-hill","$9","$1.99","80","227"
"Yellowtail","philadelphia","society-hill","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","society-hill","$15","$2.5","80","184"
"Fuel","philadelphia","society-hill","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","society-hill","$15","$1","80","79"
"Spice End","philadelphia","society-hill","$15","$2","80","250"
"Bareburger","philadelphia","society-hill","$15","$2","80","384"
"Indian Cuisine","philadelphia","society-hill","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","society-hill","","$2.5","80","221"
"Scoop Deville","philadelphia","society-hill","$15","$2","80","323"
"Oregon Steaks","philadelphia","society-hill","$10","$1","70","95"
"Silver Fork Thai & Japanese","philadelphia","society-hill","$9","$1.99","90","32"
"Little Italy Pizza","philadelphia","society-hill","$10","$1.25","70","194"
"TO-KAI Sushi & Steakhouse","philadelphia","somerton","$25","","80","146"
"Wasabi Sushi","philadelphia","somerton","$15","","80","32"
"Suzani Restaurant","philadelphia","somerton","$20","","80","46"
"Big Daddy Pizza","philadelphia","somerton","$5","$1.5","70","31"
"Mega Quality Pizza","philadelphia","somerton","$10","$1","80","9"
"Fat Jack's BBQ - Philadelphia","philadelphia","somerton","$15","$3","70","109"
"Angelo's","philadelphia","somerton","","$1.5","70","21"
"Stoli's Steaks","philadelphia","somerton","","$2","80","13"
"Amy's Pizzeria","philadelphia","somerton","","$1.5","80","14"
"Taste King","philadelphia","somerton","$15","$1","70","46"
"Szechuan King","philadelphia","somerton","$10","$1","70","11"
"Domenic's Pizzeria","philadelphia","somerton","","$1.5","70","13"
"8 Diamonds Pizza","philadelphia","somerton","$10","$1","60","14"
"NO.1 China","philadelphia","somerton","$10","$1.5","80","4"
"Happy Panda","philadelphia","somerton","$10","$1","70","9"
"No. 1 China","philadelphia","somerton","$10","$1","60","11"
"Wacky Zaki's","philadelphia","somerton","$5","$1.58","60","19"
"Lee's Hoagie House","philadelphia","somerton","$10","$2","50","16"
"Illiano Pizza Restaurant","philadelphia","somerton","$10","$1.5","50","9"
"Kabobeesh","philadelphia","somerton","","miles","90","32"
"Xiandu Thai","philadelphia","south-philadelphia","$15","$1","90","359"
"Creme Brulee Bistro & Cafe","philadelphia","south-philadelphia","$15","","90","60"
"Cosmi's Deli","philadelphia","south-philadelphia","$10","$1.5","90","261"
"Hardena / Waroeng Surabaya Restaurant","philadelphia","south-philadelphia","$12","$3","90","218"
"Golden Triangle","philadelphia","south-philadelphia","$15","","90","72"
"Pastificio","philadelphia","south-philadelphia","$15","","90","58"
"Zesto Pizza & Grill","philadelphia","south-philadelphia","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","south-philadelphia","$10","","80","85"
"Pizzeria Pesto","philadelphia","south-philadelphia","$10","$1","80","81"
"Fuel","philadelphia","south-philadelphia","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","south-philadelphia","$15","$1","80","79"
"Indian Cuisine","philadelphia","south-philadelphia","$15","","80","86"
"Scoop Deville","philadelphia","south-philadelphia","$15","$2","80","323"
"Oregon Steaks","philadelphia","south-philadelphia","$10","$1","70","95"
"Terryin","philadelphia","south-philadelphia","$10","$1","80","116"
"Masala Kitchen Kati Rolls & Platters","philadelphia","south-philadelphia","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","south-philadelphia","$12","$2","80","162"
"Nick's Charcoal Pit","philadelphia","south-philadelphia","$12","$1","70","97"
"La Fonda De Teresita","philadelphia","south-philadelphia","$14","$2","80","25"
"New Sushi Planet","philadelphia","south-philadelphia","$15","$1","70","176"
"Xiandu Thai","philadelphia","southwark","$15","$1","90","359"
"Cosmi's Deli","philadelphia","southwark","$10","$1.5","90","261"
"BAP","philadelphia","southwark","$9","$1.99","90","135"
"Golden Triangle","philadelphia","southwark","$15","","90","72"
"Nora's Mexican Grill","philadelphia","southwark","$15","$2","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","southwark","$10","","80","85"
"Quetzally Mexican Food","philadelphia","southwark","$15","$1.5","80","187"
"Tamarind","philadelphia","southwark","$9","$1.99","80","227"
"Yellowtail","philadelphia","southwark","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","southwark","$15","$2.5","80","184"
"Fuel","philadelphia","southwark","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","southwark","$15","$1","80","79"
"Spice End","philadelphia","southwark","$15","$2","80","250"
"Bareburger","philadelphia","southwark","$15","$2","80","384"
"Indian Cuisine","philadelphia","southwark","$15","","80","86"
"La Fourno Ristorante Trattoria","philadelphia","southwark","","$2.5","80","221"
"Scoop Deville","philadelphia","southwark","$15","$2","80","323"
"Oregon Steaks","philadelphia","southwark","$10","$1","70","95"
"Silver Fork Thai & Japanese","philadelphia","southwark","$9","$1.99","90","32"
"Little Italy Pizza","philadelphia","southwark","$10","$1.25","70","194"
"Xiandu Thai","philadelphia","southwest-center-city","$15","$1","90","359"
"So Crepe","philadelphia","southwest-center-city","$9","$1.99","90","235"
"Cosmi's Deli","philadelphia","southwest-center-city","$10","$1.5","90","261"
"Bistro Southeast","philadelphia","southwest-center-city","$9","$1.99","90","125"
"Golden Triangle","philadelphia","southwest-center-city","$15","","90","72"
"Zesto Pizza & Grill","philadelphia","southwest-center-city","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","southwest-center-city","$10","","80","85"
"The Quick Fixx","philadelphia","southwest-center-city","$10","$3","80","255"
"Yellowtail","philadelphia","southwest-center-city","$10","$1","80","89"
"Fuel","philadelphia","southwest-center-city","$15","","70","199"
"Kai Japanese Cuisine","philadelphia","southwest-center-city","$15","$1","80","79"
"Spice End","philadelphia","southwest-center-city","$15","$2","80","250"
"Bareburger","philadelphia","southwest-center-city","$15","$2","80","384"
"Indian Cuisine","philadelphia","southwest-center-city","$15","","80","86"
"Scoop Deville","philadelphia","southwest-center-city","$15","$2","80","323"
"Tico's Tacos Tex Mex","philadelphia","southwest-center-city","$15","$2","90","24"
"Oregon Steaks","philadelphia","southwest-center-city","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","southwest-center-city","$20","$1.99","80","180"
"Al Zaytouna","philadelphia","southwest-center-city","$12","$2","80","162"
"Pho 20","philadelphia","southwest-center-city","$9","$1.99","80","75"
"Xiandu Thai","philadelphia","spring-garden","$15","$1","90","359"
"Pancho's Cafe","philadelphia","spring-garden","$15","$2","100","26"
"Rosa's Fresh Pizza","philadelphia","spring-garden","$20","","90","160"
"Dim Sum & Noodle","philadelphia","spring-garden","","$3","90","113"
"Golden Triangle","philadelphia","spring-garden","$15","","90","72"
"New Delhi Indian","philadelphia","spring-garden","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","spring-garden","$10","$3","80","82"
"Angelino's Restaurant & Pizzeria","philadelphia","spring-garden","$10","$1.5","80","121"
"Giovani's Falafel Bar & Grill","philadelphia","spring-garden","$10","","80","85"
"Lazos Pizza & Grill","philadelphia","spring-garden","$10","$1.5","80","116"
"Luigi's Pizza Fresca","philadelphia","spring-garden","$10","$1.5","80","172"
"Talia's Grille","philadelphia","spring-garden","$15","$3.5","90","69"
"Yellowtail","philadelphia","spring-garden","$10","$1","80","89"
"Gianfranco Pizza Rustica","philadelphia","spring-garden","$15","$2.5","80","184"
"Kai Japanese Cuisine","philadelphia","spring-garden","$15","$1","80","79"
"Trios Fresh Italian","philadelphia","spring-garden","$15","$3.99","80","154"
"Indian Cuisine","philadelphia","spring-garden","$15","","80","86"
"Scoop Deville","philadelphia","spring-garden","$15","$2","80","323"
"Doma","philadelphia","spring-garden","$15","$1","80","368"
"Masala Kitchen Kati Rolls & Platters","philadelphia","spring-garden","$20","$1.99","80","180"
"Golden Triangle","philadelphia","spruce-hill","$15","","90","72"
"New Delhi Indian","philadelphia","spruce-hill","$15","$0.5","80","397"
"Zesto Pizza & Grill","philadelphia","spruce-hill","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","spruce-hill","$10","","80","85"
"Luigi's Pizza Fresca","philadelphia","spruce-hill","$10","$1.5","80","172"
"Kai Japanese Cuisine","philadelphia","spruce-hill","$15","$1","80","79"
"Spice End","philadelphia","spruce-hill","$15","$2","80","250"
"Indian Cuisine","philadelphia","spruce-hill","$15","","80","86"
"Koch's Deli","philadelphia","spruce-hill","$12","$3.99","80","197"
"Scoop Deville","philadelphia","spruce-hill","$15","$2","80","323"
"Oregon Steaks","philadelphia","spruce-hill","$10","$1","70","95"
"Masala Kitchen Kati Rolls & Platters","philadelphia","spruce-hill","$20","$1.99","80","180"
"Pho 20","philadelphia","spruce-hill","$9","$1.99","80","75"
"Xi'an Sizzling Woks","philadelphia","spruce-hill","$15","$1","70","154"
"Ochatto Hot Pot","philadelphia","spruce-hill","$10","$3.99","80","35"
"Mad Greek's Pizza","philadelphia","spruce-hill","$6","$2","80","45"
"Machi Sushi Bar","philadelphia","spruce-hill","$12","","70","128"
"Sakura","philadelphia","spruce-hill","$10","$1","70","111"
"Abner's","philadelphia","spruce-hill","","$2","70","135"
"Best China Inn","philadelphia","spruce-hill","$10","$2","70","67"
"Zesto Pizza & Grill","philadelphia","st-josephs-university","$10","$3","80","82"
"Giovani's Falafel Bar & Grill","philadelphia","st-josephs-university","$10","","80","85"
"Indian Cuisine","philadelphia","st-josephs-university","$15","","80","86"
"Scoop Deville","philadelphia","st-josephs-university","$15","$2","80","323"
"Laxmi Indian Grille - Manayunk","philadelphia","st-josephs-university","$25","$1.5","80","157"
"Sakura","philadelphia","st-josephs-university","$10","$1","70","111"
"City Line Pizza","philadelphia","st-josephs-university","","$2","70","30"
"Lemon Grass Thai Restaurant","philadelphia","st-josephs-university","$20","$2","70","175"
"Laxmi's Indian Grille","philadelphia","st-josephs-university","$25","$1.5","70","62"
"Rich City Chinese Restaurant","philadelphia","st-josephs-university","$10","$1","70","99"
"New China","philadelphia","st-josephs-university","$11","$1.25","70","21"
"Totos Pizzeria","philadelphia","st-josephs-university","$10","$2","60","98"
"Thai Singha House","philadelphia","st-josephs-university","$15","$2","70","61"
"goBrands Philadelphia","philadelphia","st-josephs-university","$9","$1.95","70","51"
"2 in One Breakfast & Pizza","philadelphia","st-josephs-university","$10","$3","70","7"
"Tortas Pizza: Él Sabor de Mi Tierra","philadelphia","st-josephs-university","$10","$2","80","10"
"Pizzeria Cappelli","philadelphia","st-josephs-university","$10","$2","70","48"
"Mediterra Grill","philadelphia","st-josephs-university","$6","$2","70","25"
"Italian Kitchen -  63rd Street","philadelphia","st-josephs-university","$8","$2","70","11"
"Robola Pizza & Grill","philadelphia","st-josephs-university","$10","$2","60","18"
"Zesto Pizza & Grill","philadelphia","strawberry-mansion","$10","$3","80","82"
"Pita Chip","philadelphia","strawberry-mansion","$15","$2.99","90","70"
